,GEOID,Name,RegionID
3098,170311403012,North Mayfair,403271
3099,170311403021,Albany Park,269566
3099,170311403021,North Mayfair,403271
3100,170311403022,Albany Park,269566
3100,170311403022,North Park,276477
3101,170311404001,North Mayfair,403271
3102,170311404002,North Mayfair,403271
3103,170311404003,North Mayfair,403271
3104,170311404005,North Mayfair,403271
3104,170311404005,Jefferson Park,269588
3104,170311404005,Forest Glen,269580
3105,170311405001,Mayfair,403286
3105,170311405001,North Mayfair,403271
3106,170311405002,Mayfair,403286
3107,170311406011,Mayfair,403286
3107,170311406011,Albany Park,269566
3107,170311406011,North Mayfair,403271
3108,170311406021,Albany Park,269566
3109,170311406022,Albany Park,269566
3110,170311406023,Albany Park,269566
3111,170311407011,Albany Park,269566
3112,170311407021,Albany Park,269566
3113,170311407022,Albany Park,269566
3114,170311407023,Albany Park,269566
3115,170311408001,Albany Park,269566
3115,170311408001,Ravenswood Manor,403290
3116,170311408002,Ravenswood Gardens,403261
3116,170311408002,Albany Park,269566
3116,170311408002,Ravenswood Manor,403290
3117,170311408003,Albany Park,269566
3117,170311408003,Ravenswood Manor,403290
3118,170311408005,Albany Park,269566
3118,170311408005,Ravenswood Manor,403290
3119,170311502001,Portage Park,275083
3120,170311502002,Portage Park,275083
3120,170311502002,Old Irving Park,403288
3120,170311502002,Jefferson Park,269588
3121,170311502004,Jefferson Park,269588
3122,170311502005,Portage Park,275083
3123,170311503001,Jefferson Park,269588
3124,170311503003,Portage Park,275083
3125,170311503005,Portage Park,275083
3126,170311503006,Portage Park,275083
3126,170311503006,Jefferson Park,269588
3127,170311504011,Jefferson Park,269588
3128,170311504012,Jefferson Park,269588
3129,170311504013,Jefferson Park,269588
3130,170311504021,Portage Park,275083
3131,170311504022,Portage Park,275083
3132,170311504023,Portage Park,275083
3132,170311504023,Jefferson Park,269588
3133,170311505012,Jefferson Park,269588
3134,170314804004,Pill Hill,403363
3134,170314804004,Calumet Heights,273111
3135,170314804006,Pill Hill,403363
3135,170314804006,Calumet Heights,273111
3136,170314804007,Calumet Heights,273111
3137,170314805001,Calumet Heights,273111
3138,170314805002,Hegewisch,138732
3138,170314805002,Calumet River,403388
3138,170314805002,South Deering,140440
3138,170314805002,Calumet Heights,273111
3138,170314805002,South Chicago,140437
3139,170314903001,West Chesterfield,403361
3140,170314903002,Roseland,275251
3140,170314903002,Rosemoor,403379
3140,170314903002,Longwood Manor,403376
3140,170314903002,West Chesterfield,403361
3141,170314904001,Rosemoor,403379
3141,170314904001,West Chesterfield,403361
3141,170314904001,Burnside,137634
3142,170314905001,Rosemoor,403379
3142,170314905001,West Chesterfield,403361
3142,170314905001,Burnside,137634
3143,170314906001,Roseland,275251
3143,170314906001,Fernwood,403377
3143,170314906001,Longwood Manor,403376
3143,170314906001,Princeton Park,403362
3143,170314906001,West Chesterfield,403361
3144,170314907001,Fernwood,403377
3145,170314907003,Fernwood,403377
3146,170314908001,Rosemoor,403379
3147,170314908002,Rosemoor,403379
3148,170314908003,Roseland,275251
3148,170314908003,Fernwood,403377
3148,170314908003,Rosemoor,403379
3148,170314908003,Longwood Manor,403376
3149,170314908005,Roseland,275251
3149,170314908005,Fernwood,403377
3149,170314908005,Rosemoor,403379
3150,170314909011,Roseland,275251
3151,170314909013,Roseland,275251
3152,170314909021,Roseland,275251
3152,170314909021,Rosemoor,403379
3153,170314909022,Roseland,275251
3153,170314909022,Fernwood,403377
3153,170314909022,Rosemoor,403379
3154,170314909024,Rosemoor,403379
3155,170314910001,Fernwood,403377
3156,170314910002,Roseland,275251
3157,170314910004,Roseland,275251
3157,170314910004,Fernwood,403377
3158,170314910005,Roseland,275251
3158,170314910005,Fernwood,403377
3159,170314911001,Roseland,275251
3159,170314911001,Fernwood,403377
3160,170314911002,Roseland,275251
3160,170314911002,Fernwood,403377
3161,170314911004,Roseland,275251
3161,170314911004,Fernwood,403377
3162,170314911005,Fernwood,403377
3163,170314912002,West Pullman,140913
3163,170314912002,Roseland,275251
3164,170314912003,Roseland,275251
3165,170314913002,Roseland,275251
3166,170314913003,West Pullman,140913
3166,170314913003,Roseland,275251
3167,170314913004,Roseland,275251
3168,170314914001,Roseland,275251
3169,170314914003,Roseland,275251
3170,170310621001,Lake View,269589
3171,170310621003,Lake View,269589
3172,170310622001,Wrigleyville,403294
3172,170310622001,Lake View,269589
3173,170010002011,,
3174,170010002012,,
3175,170010002022,,
3176,170010002023,,
3177,170010004001,,
3178,170010004003,,
3179,170010004004,,
3180,170010005001,,
3181,170010006001,,
3182,170010006003,,
3183,170010006004,,
3184,170010006005,,
3185,170010007002,,
3186,170010008001,,
3187,170010008002,,
3188,170010009001,,
3189,170010009002,,
3190,170010010012,,
3191,170010010013,,
3192,170010010022,,
3193,170010011001,,
3194,170010011002,,
3195,170010011003,,
3196,170010101001,,
3197,170010101002,,
3198,170010101003,,
3199,170010101004,,
3200,170230601006,,
3201,170230602001,,
3202,170230602003,,
3203,170230602004,,
3204,170230603001,,
3205,170230603002,,
3206,170230603003,,
3207,170230603004,,
3208,170230603006,,
3209,170230603007,,
3210,170230604001,,
3211,170230604002,,
3212,170259719001,,
